Código falta,Descripción falta,Tipo formato,Nivel de gravedad,Año infracción,Año pago,Mes pago,Cant. multas con pagos,Monto emitido,Descuento,Importe pagado,Reincidencia pagada,Monto total pagado
G16,Conducir un vehículo por una vía en la cual no está permitida la circulación o sobre mangueras contra incendios,Papeleta de Tránsito,G,2026,2026,1,3,1320.0,1095.6,224.39999999999998,0.0,224.39999999999998
G16,Conducir un vehículo por una vía en la cual no está permitida la circulación o sobre mangueras contra incendios,Papeleta de Tránsito,G,2026,2026,2,5,1980.0,1502.6,477.4,0.0,477.4
G16,Conducir un vehículo por una vía en la cual no está permitida la circulación o sobre mangueras contra incendios,Papeleta de Tránsito,G,2026,2026,3,4,1760.0,1390.4,369.6,0.0,369.6
G16,Conducir un vehículo por una vía en la cual no está permitida la circulación o sobre mangueras contra incendios,Papeleta Electrónica,G,2025,2026,1,1,440.0,0.0,440.0,0.0,440.0
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2012,2026,1,1,440.0,294.8,145.2,0.0,145.2
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2013,2026,3,1,440.0,0.0,440.0,0.0,440.0
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2018,2026,2,1,440.0,0.0,440.0,0.0,440.0
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2020,2026,2,2,880.0,294.8,585.2,0.0,585.2
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2021,2026,2,1,440.0,365.2,74.8,0.0,74.8
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2022,2026,2,1,440.0,365.2,74.8,0.0,74.8
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2023,2026,1,1,188.84,0.0,188.84,0.0,188.84
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2023,2026,3,2,880.0,0.0,880.0,0.0,880.0
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2024,2026,1,3,969.6,0.0,969.6,0.0,969.6
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2024,2026,2,2,880.0,365.2,514.8,0.0,514.8
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2024,2026,3,7,2579.7000000000003,365.2,2214.5000000000005,0.0,2214.5000000000005
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2025,2026,1,9,3744.13,1544.4,2199.73,0.0,2199.73
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2025,2026,2,5,1871.67,294.8,1576.87,0.0,1576.87
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2025,2026,3,2,880.0,0.0,880.0,0.0,880.0
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2026,2026,1,5,2200.0,1755.6,444.4,0.0,444.4
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2026,2026,2,8,3520.0,2780.8,739.2,0.0,739.2
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta de Tránsito,G,2026,2026,3,15,6600.0,4972.0,1628.0000000000002,0.0,1628.0000000000002
G17,"Conducir vehículos que tengan lunas o vidrios polarizados o acondicionados de modo tal que impidan la visibilidad del interior del vehículo, sin la autorización correspondiente.",Papeleta Electrónica,G,2025,2026,2,1,440.0,294.8,145.2,0.0,145.2
G18,"a) Conducir un vehículo sin que ambas manos estén sobre el volante de dirección, excepto cuando es necesario realizar los cambios de velocidad o accionar otros comandos.  b) Conducir un vehículo usando algún dispositivo móvil u objeto portátil que implique dejar de conducir con ambas manos sobre el volante de dirección.",Papeleta de Tránsito,G,2016,2026,1,1,440.0,0.0,440.0,0.0,440.0
G18,"a) Conducir un vehículo sin que ambas manos estén sobre el volante de dirección, excepto cuando es necesario realizar los cambios de velocidad o accionar otros comandos.  b) Conducir un vehículo usando algún dispositivo móvil u objeto portátil que implique dejar de conducir con ambas manos sobre el volante de dirección.",Papeleta de Tránsito,G,2016,2026,3,1,440.0,0.0,440.0,0.0,440.0
G18,"a) Conducir un vehículo sin que ambas manos estén sobre el volante de dirección, excepto cuando es necesario realizar los cambios de velocidad o accionar otros comandos.  b) Conducir un vehículo usando algún dispositivo móvil u objeto portátil que implique dejar de conducir con ambas manos sobre el volante de dirección.",Papeleta de Tránsito,G,2017,2026,3,1,440.0,0.0,440.0,0.0,440.0
G18,"Conducir un vehículo haciendo uso de teléfono celular, radio portátil o similar o cualquier otro objeto que impida tener ambas manos sobre el volante de dirección.",Papeleta de Tránsito,G,2009,2026,1,1,359.6,0.0,359.6,0.0,359.6
G18,"Conducir un vehículo haciendo uso de teléfono celular, radio portátil o similar o cualquier otro objeto que impida tener ambas manos sobre el volante de dirección.",Papeleta de Tránsito,G,2014,2026,2,1,440.0,294.8,145.2,0.0,145.2
G18a,"Conducir un vehículo sin que ambas manos estén  sobre  el  volante  de  dirección,  excepto cuando  es  necesario  realizar  los  cambios  de velocidad o accionar otros comandos.",Papeleta de Tránsito,G,2023,2026,3,1,440.0,0.0,440.0,0.0,440.0
G18a,"Conducir un vehículo sin que ambas manos estén  sobre  el  volante  de  dirección,  excepto cuando  es  necesario  realizar  los  cambios  de velocidad o accionar otros comandos.",Papeleta de Tránsito,G,2024,2026,2,1,440.0,0.0,440.0,0.0,440.0
G18a,"Conducir un vehículo sin que ambas manos estén  sobre  el  volante  de  dirección,  excepto cuando  es  necesario  realizar  los  cambios  de velocidad o accionar otros comandos.",Papeleta de Tránsito,G,2024,2026,3,1,138.4,0.0,138.4,0.0,138.4
G18a,"Conducir un vehículo sin que ambas manos estén  sobre  el  volante  de  dirección,  excepto cuando  es  necesario  realizar  los  cambios  de velocidad o accionar otros comandos.",Papeleta de Tránsito,G,2025,2026,1,10,3730.25,1025.2,2705.05,0.0,2705.05
G18a,"Conducir un vehículo sin que ambas manos estén  sobre  el  volante  de  dirección,  excepto cuando  es  necesario  realizar  los  cambios  de velocidad o accionar otros comandos.",Papeleta de Tránsito,G,2025,2026,2,6,2640.0,1768.8,871.2,0.0,871.2
G18a,"Conducir un vehículo sin que ambas manos estén  sobre  el  volante  de  dirección,  excepto cuando  es  necesario  realizar  los  cambios  de velocidad o accionar otros comandos.",Papeleta de Tránsito,G,2025,2026,3,10,3149.6,0.0,3149.6,0.0,3149.6
G18a,"Conducir un vehículo sin que ambas manos estén  sobre  el  volante  de  dirección,  excepto cuando  es  necesario  realizar  los  cambios  de velocidad o accionar otros comandos.",Papeleta de Tránsito,G,2026,2026,1,10,4400.0,3511.2000000000003,888.8000000000001,0.0,888.8000000000001
G18a,"Conducir un vehículo sin que ambas manos estén  sobre  el  volante  de  dirección,  excepto cuando  es  necesario  realizar  los  cambios  de velocidad o accionar otros comandos.",Papeleta de Tránsito,G,2026,2026,2,9,3960.0,2934.8,1025.2,0.0,1025.2
G18a,"Conducir un vehículo sin que ambas manos estén  sobre  el  volante  de  dirección,  excepto cuando  es  necesario  realizar  los  cambios  de velocidad o accionar otros comandos.",Papeleta de Tránsito,G,2026,2026,3,14,6160.0,4831.2,1328.8,0.0,1328.8
G18a,"Conducir un vehiculo sin que ambas manos esten sobre el volante de direccion, excepto cuando es necesario realizar los cambios de velocidad o accionar otros comandos.",Papeleta de Tránsito,G,2018,2026,3,1,440.0,294.8,145.2,0.0,145.2
G18a,"Conducir un vehiculo sin que ambas manos esten sobre el volante de direccion, excepto cuando es necesario realizar los cambios de velocidad o accionar otros comandos.",Papeleta de Tránsito,G,2020,2026,1,1,440.0,0.0,440.0,0.0,440.0
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2021,2026,1,1,440.0,0.0,440.0,0.0,440.0
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2021,2026,2,1,380.16,0.0,380.16,0.0,380.16
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2022,2026,1,10,3673.62,1460.8,2212.8199999999997,0.0,2212.8199999999997
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2022,2026,2,4,1760.0,1095.6,664.3999999999999,0.0,664.3999999999999
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2022,2026,3,5,2048.67,1460.8,587.8699999999999,0.0,587.8699999999999
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2023,2026,1,25,11306.8,2191.2,8235.6,880.0,9115.6
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2023,2026,2,6,2377.5,1826.0,551.5,0.0,551.5
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2023,2026,3,7,3080.0,1095.6,1984.3999999999999,0.0,1984.3999999999999
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2024,2026,1,69,26867.679999999997,3286.7999999999993,22799.439999999995,781.4399999999999,23580.879999999997
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2024,2026,2,55,19905.91,1460.8,18164.11,281.0,18445.11
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2024,2026,3,66,25361.91,2415.6,22066.309999999998,880.0,22946.309999999998
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2025,2026,1,579,243747.10999999996,98943.56000000004,141083.74999999997,3719.7999999999993,144803.55
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2025,2026,2,356,146718.78000000003,41342.4,98332.75,7043.629999999999,105376.38000000002
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2025,2026,3,255,102824.87000000004,7062.0,90195.36000000003,5567.51,95762.87000000004
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2026,2026,1,477,211785.2,170416.40000000005,40849.600000000006,519.2,41368.80000000001
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2026,2026,2,750,337935.4,260048.25,75911.55000000002,1975.6,77887.15000000001
G18b,Conducir un vehículo usando algún dispositivo móvil  u  objeto  portátil  que  implique  dejar  de conducir con ambas manos sobre el volante de dirección.,Papeleta de Tránsito,G,2026,2026,3,750,343893.0,263685.39999999997,76720.6,3486.9999999999995,80207.59999999999
G18b,Conducir un vehiculo usando algun dispositivo movil u objeto portatil que implique dejar de conducir con ambas manos sobre el volante de direccion.,Papeleta de Tránsito,G,2019,2026,3,1,440.0,365.2,74.8,0.0,74.8
G18b,Conducir un vehiculo usando algun dispositivo movil u objeto portatil que implique dejar de conducir con ambas manos sobre el volante de direccion.,Papeleta de Tránsito,G,2020,2026,1,9,3954.0299999999997,1095.6,2418.43,440.0,2858.4300000000003
G18b,Conducir un vehiculo usando algun dispositivo movil u objeto portatil que implique dejar de conducir con ambas manos sobre el volante de direccion.,Papeleta de Tránsito,G,2020,2026,2,2,880.0,365.2,514.8,0.0,514.8
G18b,Conducir un vehiculo usando algun dispositivo movil u objeto portatil que implique dejar de conducir con ambas manos sobre el volante de direccion.,Papeleta de Tránsito,G,2020,2026,3,2,880.0,0.0,880.0,0.0,880.0
G18b,Conducir un vehiculo usando algun dispositivo movil u objeto portatil que implique dejar de conducir con ambas manos sobre el volante de direccion.,Papeleta de Tránsito,G,2021,2026,1,3,878.53,365.2,513.3299999999999,0.0,513.3299999999999
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2012,2026,3,1,880.0,589.6,145.2,145.2,290.4
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2015,2026,1,1,440.0,0.0,440.0,0.0,440.0
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2018,2026,1,1,440.0,365.2,74.8,0.0,74.8
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2019,2026,1,1,440.0,0.0,440.0,0.0,440.0
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2019,2026,2,1,440.0,0.0,440.0,0.0,440.0
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2019,2026,3,2,460.0,365.2,94.8,0.0,94.8
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2020,2026,1,3,1320.0,365.2,954.8,0.0,954.8
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2020,2026,2,2,821.52,0.0,821.52,0.0,821.52
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2021,2026,2,1,440.0,365.2,74.8,0.0,74.8
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2022,2026,1,9,3620.05,1460.8,2159.25,0.0,2159.25
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2022,2026,2,10,5720.0,3286.7999999999997,1403.6,1029.6,2433.2
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2022,2026,3,7,4400.0,3652.0,523.6,224.39999999999998,748.0
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2023,2026,1,14,6166.1,1390.3999999999999,3787.35,988.3500000000001,4775.7
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2023,2026,2,10,3524.5299999999997,1390.4,2040.56,93.57,2134.13
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2023,2026,3,10,3440.3099999999995,1460.8,1778.9099999999999,200.6,1979.5099999999998
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2024,2026,1,105,33247.53999999999,5843.2,23010.68,4393.660000000001,27404.339999999997
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2024,2026,2,90,29395.799999999996,3216.3999999999996,21892.59,4286.8099999999995,26179.399999999998
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2024,2026,3,92,35647.840000000004,4017.1999999999994,26033.749999999996,5596.890000000001,31630.640000000003
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2025,2026,1,121,42625.31,7904.6,30320.1,4400.609999999999,34720.71
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2025,2026,2,85,30830.76,5887.960000000001,20215.82000000001,4726.9800000000005,24942.800000000007
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2025,2026,3,94,34776.909999999996,5055.6,24951.449999999997,4769.86,29721.309999999998
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2026,2026,1,82,38500.0,31356.6,6624.199999999999,519.2,7143.4
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2026,2026,2,116,54340.0,43131.0,10469.8,739.1999999999999,11209.0
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta de Tránsito,G,2026,2026,3,164,76302.6,60194.19999999999,14792.8,1315.6,16108.399999999998
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta Electrónica,G,2011,2026,1,1,439.7,365.2,74.5,0.0,74.5
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta Electrónica,G,2019,2026,1,1,440.0,365.2,74.8,0.0,74.8
G19,"Conducir un vehículo de la categoría M o N que carezca de vidrios de seguridad reglamentarios o que su parabrisas se encuentre deteriorado, trizado o con objetos impresos, calcomanías, carteles u otros elementos en el área de barrido del limpiaparabrisas y que impidan la visibilidad del conductor o un vehículo de la categoría L5 que contando con parabrisas, micas o similares, tengan objetos impresos, calcomanías, carteles u otros elementos que impidan la visibilidad del conductor.",Papeleta Electrónica,G,2020,2026,2,1,440.0,365.2,74.8,0.0,74.8
